SKU;FamilyID;Brand;CategoryID;PrezzoListino;MargineUnitario;ClasseABC;MoverClass;Critico_VOR;LeadTimeFornitore_gg
MRT-04-0406;MRT;Manitou;C04;269,21;0,365;C;Slow;0;45
AWP-08-0695;AWP;Manitou;C08;31,33;0,481;C;Slow;1;30
MT-05-0109;MT;Manitou;C05;118,51;0,388;C;Slow;1;10
LOAD-08-0722;LOAD;Gehl;C08;52,81;0,428;C;Slow;1;3
MT-10-0095;MT;Manitou;C10;177,79;0,276;C;Slow;0;21
MT-09-0133;MT;Manitou;C09;350,36;0,418;C;Slow;0;5
TMM-08-0619;TMM;Manitou;C08;54,25;0,461;C;Slow;0;45
LOAD-05-0755;LOAD;Gehl;C05;238,92;0,403;C;Slow;0;7
TMM-06-0597;TMM;Manitou;C06;197,26;0,321;C;Slow;0;3
TMM-01-0566;TMM;Manitou;C01;61,35;0,454;C;Slow;0;14
MLT-05-0289;MLT;Manitou;C05;198,89;0,423;C;Slow;1;10
LOAD-M-01-0826;LOAD-M;Mustang;C01;70,92;0,367;C;Slow;0;45
MT-05-0190;MT;Manitou;C05;108,01;0,332;C;Slow;0;21
MI-MC-04-0559;MI-MC;Manitou;C04;501,87;0,365;C;Slow;0;3
MI-MC-01-0510;MI-MC;Manitou;C01;60,3;0,434;C;Slow;0;10
TMM-06-0591;TMM;Manitou;C06;67,11;0,389;C;Slow;1;3
MLT-06-0202;MLT;Manitou;C06;70,62;0,386;C;Slow;1;3
MI-MC-07-0556;MI-MC;Manitou;C07;131,2;0,205;C;Slow;0;5
TMM-01-0586;TMM;Manitou;C01;34,16;0,452;C;Slow;1;7
MLT-01-0347;MLT;Manitou;C01;78,77;0,441;C;Slow;0;45
LOAD-M-07-0833;LOAD-M;Mustang;C07;206,72;0,261;C;Slow;0;21
MLT-06-0246;MLT;Manitou;C06;86,72;0,377;C;Slow;1;14
MT-01-0179;MT;Manitou;C01;41,21;0,419;C;Slow;0;10
LOAD-M-08-0856;LOAD-M;Mustang;C08;63,9;0,469;C;Slow;0;14
MLT-06-0360;MLT;Manitou;C06;46,88;0,34;C;Slow;1;10
MT-07-0099;MT;Manitou;C07;138,12;0,245;C;Slow;0;21
TMM-05-0572;TMM;Manitou;C05;79,62;0,424;C;Slow;1;3
MRT-02-0441;MRT;Manitou;C02;311,0;0,306;C;Slow;0;3
MLT-10-0338;MLT;Manitou;C10;333,51;0,301;C;Slow;0;14
MT-07-0138;MT;Manitou;C07;177,0;0,254;C;Slow;0;21
MT-01-0142;MT;Manitou;C01;29,51;0,395;C;Slow;0;3
AWP-01-0636;AWP;Manitou;C01;83,64;0,445;C;Slow;1;21
MLT-01-0213;MLT;Manitou;C01;18,24;0,466;C;Slow;0;14
LOAD-M-06-0824;LOAD-M;Mustang;C06;138,67;0,376;C;Slow;0;30
LOAD-07-0772;LOAD;Gehl;C07;318,03;0,246;C;Slow;1;45
LOAD-M-10-0874;LOAD-M;Mustang;C10;171,79;0,354;C;Slow;0;5
MT-01-0056;MT;Manitou;C01;46,16;0,379;C;Slow;0;21
LOAD-06-0712;LOAD;Gehl;C06;128,9;0,418;C;Slow;1;21
MI-MC-08-0546;MI-MC;Manitou;C08;65,83;0,491;C;Slow;1;5
MLT-06-0277;MLT;Manitou;C06;43,33;0,381;C;Slow;1;10
MLT-07-0196;MLT;Manitou;C07;297,03;0,275;C;Slow;0;3
MT-01-0116;MT;Manitou;C01;71,32;0,409;C;Slow;1;3
MT-04-0134;MT;Manitou;C04;271,93;0,356;C;Slow;0;10
MT-01-0004;MT;Manitou;C01;52,97;0,376;C;Slow;0;7
MT-06-0001;MT;Manitou;C06;206,62;0,347;C;Slow;0;10
LOAD-06-0803;LOAD;Gehl;C06;95,31;0,319;C;Slow;0;5
MLT-08-0216;MLT;Manitou;C08;32,8;0,484;C;Slow;1;21
LOAD-09-0775;LOAD;Gehl;C09;212,99;0,441;C;Slow;0;7
MI-MC-01-0535;MI-MC;Manitou;C01;17,54;0,44;C;Slow;1;45
MT-08-0124;MT;Manitou;C08;28,81;0,463;C;Slow;0;7
MI-MC-01-0532;MI-MC;Manitou;C01;18,54;0,362;C;Slow;0;21
MT-08-0037;MT;Manitou;C08;29,43;0,507;C;Slow;0;45
LOAD-09-0754;LOAD;Gehl;C09;255,11;0,38;C;Slow;0;14
MI-MC-01-0500;MI-MC;Manitou;C01;14,64;0,46;C;Slow;1;5
MLT-08-0194;MLT;Manitou;C08;37,36;0,407;C;Slow;0;3
TMM-09-0613;TMM;Manitou;C09;145,8;0,402;C;Slow;0;10
LOAD-M-05-0815;LOAD-M;Mustang;C05;166,68;0,367;C;Slow;0;30
MT-06-0043;MT;Manitou;C06;39,51;0,366;C;Slow;1;14
MLT-05-0356;MLT;Manitou;C05;63,24;0,439;C;Slow;0;7
MT-05-0083;MT;Manitou;C05;129,17;0,327;C;Slow;0;10
MI-MC-08-0521;MI-MC;Manitou;C08;20,22;0,454;C;Slow;0;30
MLT-01-0301;MLT;Manitou;C01;60,03;0,428;C;Slow;1;7
LOAD-06-0763;LOAD;Gehl;C06;58,8;0,357;C;Slow;1;10
MLT-06-0239;MLT;Manitou;C06;118,11;0,358;C;Slow;0;10
AWP-06-0635;AWP;Manitou;C06;57,76;0,403;C;Slow;1;45
AWP-06-0654;AWP;Manitou;C06;65,56;0,409;C;Slow;1;7
MT-05-0153;MT;Manitou;C05;202,08;0,436;C;Slow;0;21
MT-05-0160;MT;Manitou;C05;124,59;0,371;C;Slow;1;21
AWP-08-0674;AWP;Manitou;C08;66,52;0,419;C;Slow;0;5
AWP-09-0629;AWP;Manitou;C09;67,84;0,447;C;Slow;0;30
MRT-06-0420;MRT;Manitou;C06;37,53;0,308;C;Slow;1;45
MLT-01-0357;MLT;Manitou;C01;78,05;0,468;C;Slow;0;5
MRT-07-0444;MRT;Manitou;C07;111,47;0,255;C;Slow;0;21
MRT-08-0391;MRT;Manitou;C08;41,66;0,456;C;Slow;0;7
MT-01-0097;MT;Manitou;C01;35,83;0,447;C;Slow;1;5
MT-02-0112;MT;Manitou;C02;73,62;0,386;C;Slow;1;14
LOAD-M-01-0820;LOAD-M;Mustang;C01;33,22;0,424;C;Slow;0;30
AWP-08-0702;AWP;Manitou;C08;39,79;0,509;C;Slow;0;21
MLT-09-0250;MLT;Manitou;C09;72,21;0,437;C;Slow;1;7
MLT-01-0285;MLT;Manitou;C01;27,77;0,42;C;Slow;0;7
MT-07-0089;MT;Manitou;C07;221,22;0,255;C;Slow;0;10
AWP-01-0630;AWP;Manitou;C01;19,3;0,385;C;Slow;0;10
MI-MC-09-0494;MI-MC;Manitou;C09;148,41;0,383;C;Slow;0;14
MLT-03-0274;MLT;Manitou;C03;406,81;0,285;C;Slow;1;10
MLT-08-0330;MLT;Manitou;C08;38,05;0,416;C;Slow;0;30
MT-05-0040;MT;Manitou;C05;236,14;0,428;C;Slow;0;7
TMM-09-0567;TMM;Manitou;C09;269,47;0,416;C;Slow;0;14
MLT-01-0293;MLT;Manitou;C01;69,49;0,389;C;Slow;1;14
MI-MC-08-0561;MI-MC;Manitou;C08;64,88;0,484;C;Slow;0;10
LOAD-M-08-0850;LOAD-M;Mustang;C08;15,62;0,447;C;Slow;0;3
MT-08-0175;MT;Manitou;C08;12,44;0,421;C;Slow;0;10
MRT-09-0418;MRT;Manitou;C09;146,27;0,364;C;Slow;0;45
MLT-01-0288;MLT;Manitou;C01;61,92;0,429;C;Slow;0;3
AWP-06-0661;AWP;Manitou;C06;72,82;0,315;C;Slow;0;21
MI-MC-08-0536;MI-MC;Manitou;C08;17,69;0,445;C;Slow;1;45
MI-MC-01-0464;MI-MC;Manitou;C01;75,27;0,467;C;Slow;0;7
MT-08-0068;MT;Manitou;C08;37,29;0,482;C;Slow;0;14
LOAD-08-0785;LOAD;Gehl;C08;37,06;0,481;C;Slow;0;5
MI-MC-02-0496;MI-MC;Manitou;C02;195,46;0,383;C;Slow;0;5
MLT-01-0307;MLT;Manitou;C01;42,33;0,433;C;Slow;1;3
MT-05-0111;MT;Manitou;C05;286,19;0,381;C;Slow;0;3
MT-05-0074;MT;Manitou;C05;108,77;0,328;C;Slow;1;30
MLT-08-0369;MLT;Manitou;C08;33,9;0,471;C;Slow;0;3
MLT-02-0253;MLT;Manitou;C02;115,93;0,329;C;Slow;0;7
MI-MC-01-0509;MI-MC;Manitou;C01;19,05;0,364;C;Slow;0;5
MI-MC-06-0479;MI-MC;Manitou;C06;191,7;0,385;C;Slow;1;10
MLT-05-0238;MLT;Manitou;C05;148,38;0,35;C;Slow;1;5
MRT-01-0432;MRT;Manitou;C01;26,04;0,402;C;Slow;0;5
LOAD-01-0718;LOAD;Gehl;C01;40,37;0,466;C;Slow;1;45
LOAD-01-0788;LOAD;Gehl;C01;26,21;0,369;C;Slow;0;30
MT-01-0148;MT;Manitou;C01;56,88;0,439;C;Slow;0;30
MRT-01-0371;MRT;Manitou;C01;15,8;0,398;C;Slow;0;21
MLT-08-0198;MLT;Manitou;C08;53,6;0,407;C;Slow;1;5
LOAD-05-0798;LOAD;Gehl;C05;275,27;0,322;C;Slow;1;10
MLT-03-0329;MLT;Manitou;C03;568,31;0,26;C;Slow;1;3
LOAD-08-0758;LOAD;Gehl;C08;47,39;0,49;C;Slow;0;5
MI-MC-01-0518;MI-MC;Manitou;C01;36,71;0,371;C;Slow;0;3
MT-06-0115;MT;Manitou;C06;61,45;0,324;C;Slow;0;10
AWP-08-0647;AWP;Manitou;C08;57,92;0,426;C;Slow;0;10
MI-MC-08-0549;MI-MC;Manitou;C08;22,51;0,51;C;Slow;0;21
AWP-01-0631;AWP;Manitou;C01;44,56;0,375;C;Slow;0;5
LOAD-M-06-0848;LOAD-M;Mustang;C06;43,41;0,333;C;Slow;0;7
AWP-01-0680;AWP;Manitou;C01;63,11;0,439;C;Slow;0;14
MLT-06-0358;MLT;Manitou;C06;178,54;0,395;C;Slow;1;5
MT-01-0152;MT;Manitou;C01;32,62;0,426;C;Slow;0;14
MI-MC-01-0469;MI-MC;Manitou;C01;69,56;0,402;C;Slow;0;7
MRT-06-0430;MRT;Manitou;C06;39,2;0,394;C;Slow;1;5
MRT-02-0457;MRT;Manitou;C02;149,88;0,355;C;Slow;1;21
MI-MC-02-0539;MI-MC;Manitou;C02;93,56;0,332;C;Slow;0;21
AWP-08-0657;AWP;Manitou;C08;38,13;0,454;C;Slow;0;5
MT-01-0067;MT;Manitou;C01;47,77;0,418;C;Slow;0;14
MT-05-0013;MT;Manitou;C05;79,04;0,35;C;Slow;1;45
MT-08-0087;MT;Manitou;C08;15,96;0,483;C;Slow;0;7
MLT-08-0322;MLT;Manitou;C08;66,76;0,48;C;Slow;0;10
AWP-01-0652;AWP;Manitou;C01;20,08;0,462;C;Slow;0;14
LOAD-08-0741;LOAD;Gehl;C08;13,35;0,482;C;Slow;1;14
MT-08-0139;MT;Manitou;C08;42,29;0,46;C;Slow;0;21
LOAD-01-0799;LOAD;Gehl;C01;77,73;0,38;C;Slow;0;21
AWP-08-0646;AWP;Manitou;C08;60,63;0,487;C;Slow;0;3
MI-MC-08-0508;MI-MC;Manitou;C08;53,6;0,402;C;Slow;1;30
MT-08-0019;MT;Manitou;C08;20,29;0,431;C;Slow;0;30
LOAD-08-0780;LOAD;Gehl;C08;11,91;0,493;C;Slow;1;14
LOAD-M-08-0837;LOAD-M;Mustang;C08;54,39;0,416;C;Slow;0;45
LOAD-M-01-0870;LOAD-M;Mustang;C01;30,74;0,362;C;Slow;0;3
TMM-06-0601;TMM;Manitou;C06;197,94;0,388;C;Slow;0;5
MRT-06-0408;MRT;Manitou;C06;78,95;0,402;C;Slow;0;21
AWP-06-0651;AWP;Manitou;C06;150,63;0,345;C;Slow;1;45
MLT-01-0270;MLT;Manitou;C01;42,73;0,426;C;Slow;0;7
LOAD-M-08-0854;LOAD-M;Mustang;C08;26,33;0,431;C;Slow;1;21
MI-MC-07-0462;MI-MC;Manitou;C07;132,43;0,235;C;Slow;0;30
MT-08-0117;MT;Manitou;C08;41,89;0,398;C;Slow;0;5
MT-08-0178;MT;Manitou;C08;12,3;0,493;C;Slow;0;21
MLT-08-0218;MLT;Manitou;C08;27,07;0,39;C;Slow;0;3
LOAD-01-0745;LOAD;Gehl;C01;35,01;0,415;C;Slow;0;5
MLT-08-0364;MLT;Manitou;C08;31,19;0,483;C;Slow;1;45
MLT-06-0275;MLT;Manitou;C06;72,78;0,351;C;Slow;1;14
TMM-08-0575;TMM;Manitou;C08;42,84;0,407;C;Slow;1;45
MT-05-0045;MT;Manitou;C05;113,26;0,429;C;Slow;0;14
MI-MC-08-0527;MI-MC;Manitou;C08;21,16;0,402;C;Slow;0;45
MT-01-0066;MT;Manitou;C01;57,19;0,437;C;Slow;0;7
MT-01-0032;MT;Manitou;C01;31,63;0,395;C;Slow;0;30
MRT-08-0446;MRT;Manitou;C08;13,31;0,453;C;Slow;0;5
MLT-08-0233;MLT;Manitou;C08;29,34;0,421;C;Slow;1;10
TMM-08-0618;TMM;Manitou;C08;15,96;0,413;C;Slow;1;45
LOAD-06-0760;LOAD;Gehl;C06;63,48;0,362;C;Slow;0;10
AWP-01-0645;AWP;Manitou;C01;20,11;0,453;C;Slow;1;30
TMM-01-0612;TMM;Manitou;C01;20,47;0,361;C;Slow;0;10
MI-MC-02-0495;MI-MC;Manitou;C02;87,93;0,301;C;Slow;0;45
MT-01-0002;MT;Manitou;C01;20,02;0,41;C;Slow;1;5
TMM-01-0570;TMM;Manitou;C01;15,68;0,37;C;Slow;0;5
LOAD-08-0767;LOAD;Gehl;C08;27,41;0,459;C;Slow;0;14
LOAD-M-08-0860;LOAD-M;Mustang;C08;21,0;0,483;C;Slow;0;30
MRT-08-0386;MRT;Manitou;C08;49,44;0,401;C;Slow;0;3
MT-08-0078;MT;Manitou;C08;13,94;0,501;C;Slow;0;14
MT-08-0058;MT;Manitou;C08;26,82;0,469;C;Slow;1;5
LOAD-08-0778;LOAD;Gehl;C08;30,05;0,402;C;Slow;1;21
MLT-01-0320;MLT;Manitou;C01;18,22;0,394;C;Slow;0;5
AWP-01-0638;AWP;Manitou;C01;56,07;0,4;C;Slow;0;7
MT-08-0069;MT;Manitou;C08;15,48;0,451;C;Slow;0;5
