OrderLineID;Date;SKU;DealerID;RegionID;QtaOrdinata;QtaEvasa;PrezzoUnitario;RicavoRiga;CostoRiga;TipoOrdine;SLA_richiesto_gg;FlagStockout;FlagOTIF
23386;2025-02-05;MT-04-0188;D001;R1;1;1;679,59;679,59;498,83;Stock;3;0;1
23387;2024-01-24;MLT-02-0337;D067;R2;1;1;121,14;121,14;81,3;Stock;2;0;1
23388;2024-10-31;MT-03-0035;D117;R3;2;2;221,62;443,24;335,04;Stock;2;0;1
23389;2024-06-23;MT-08-0174;D039;R1;1;1;12,71;12,71;7,36;Stock;3;0;1
23390;2025-07-18;MT-07-0094;D004;R1;1;0;495,68;495,68;443,98;VOR;1;1;0
23391;2024-02-20;MT-03-0033;D040;R1;3;3;155,29;465,87;336,12;Stock;3;0;1
23392;2025-12-09;MLT-01-0197;D015;R1;1;1;52,71;52,71;31,63;Stock;2;0;1
23393;2024-09-25;MLT-03-0325;D103;R3;9;0;654,45;5890,05;4665,15;VOR;1;1;0
23394;2024-11-02;MT-04-0025;D039;R1;1;1;318,09;318,09;226,6;Stock;3;0;1
23395;2024-01-12;MLT-04-0258;D138;R4;1;1;269,96;269,96;176,45;VOR;1;0;1
23396;2025-05-08;MT-09-0184;D015;R1;2;2;348,64;697,28;405,62;VOR;1;0;1
23397;2024-01-15;AWP-10-0643;D068;R2;1;1;259,61;259,61;184,52;Stock;2;0;1
23398;2024-05-13;MT-03-0039;D038;R1;1;1;347,29;347,29;281,39;VOR;1;0;1
23399;2024-07-21;MT-09-0180;D052;R2;1;1;163,15;163,15;97,89;Stock;2;0;1
23400;2024-10-06;MLT-04-0245;D106;R3;4;4;167,06;668,24;459,52;Stock;5;0;1
23401;2024-08-07;LOAD-05-0714;D079;R2;1;1;214,6;214,6;139,83;Stock;5;0;1
23402;2024-07-02;MLT-03-0325;D040;R1;4;4;691,63;2766,52;2073,4;Stock;2;0;1
23403;2024-04-03;MLT-02-0237;D001;R1;1;1;289,21;289,21;209,6;VOR;1;0;1
23404;2024-03-29;LOAD-08-0741;D072;R2;1;1;12,95;12,95;6,92;VOR;1;0;0
23405;2025-12-19;AWP-05-0667;D037;R1;3;3;175,31;525,93;334,23;Stock;3;0;1
23406;2025-05-04;LOAD-09-0784;D017;R1;3;3;89,91;269,73;179,82;Stock;3;0;1
23407;2025-09-18;LOAD-07-0790;D028;R1;1;1;265,65;265,65;217,94;Stock;3;0;1
23408;2024-07-30;LOAD-04-0705;D094;R3;3;3;533,95;1601,85;1084,95;Stock;5;0;1
23409;2024-02-20;MI-MC-04-0551;D003;R1;1;0;741,82;741,82;632,24;Stock;3;1;0
23410;2025-08-08;MLT-06-0312;D116;R3;1;1;191,91;191,91;133,92;Stock;3;0;0
23411;2024-04-04;MT-05-0051;D007;R1;1;1;122,09;122,09;89,01;Stock;2;0;1
23412;2025-04-15;MT-06-0082;D059;R2;1;1;80,02;80,02;52,14;Stock;5;0;1
23413;2024-01-14;AWP-08-0639;D076;R2;1;1;19,53;19,53;11,84;Stock;2;0;1
23414;2025-01-15;MRT-06-0399;D065;R2;1;1;73,43;73,43;53,61;Stock;5;0;1
23415;2025-10-07;MLT-07-0271;D103;R3;3;0;443,49;1330,47;1218,6;Stock;3;1;0
23416;2024-03-30;MLT-03-0325;D109;R3;1;1;691,63;691,63;518,35;VOR;1;0;1
23417;2025-04-11;MLT-04-0258;D133;R4;1;1;258,83;258,83;176,45;Stock;3;0;1
23418;2024-11-06;TMM-07-0623;D104;R3;1;1;346,26;346,26;323,05;Stock;5;0;1
23419;2024-12-11;MLT-06-0199;D022;R1;2;2;90,62;181,24;118,3;VOR;1;0;1
23420;2025-11-18;MLT-06-0361;D113;R3;4;4;58,73;234,92;170,52;VOR;1;0;1
23421;2025-07-08;MT-07-0009;D025;R1;4;0;106,78;427,12;349,04;Stock;5;1;0
23422;2025-02-08;MT-09-0077;D060;R2;1;0;210,98;210,98;137,62;Stock;5;1;0
23423;2024-07-22;MLT-08-0208;D133;R4;1;1;39,97;39,97;26,0;Stock;2;0;1
23424;2025-04-13;MLT-08-0269;D052;R2;4;0;24,41;97,64;56,08;Stock;3;1;0
23425;2025-01-26;MLT-03-0325;D018;R1;3;3;721,38;2164,14;1555,05;Stock;3;0;1
23426;2024-07-12;MLT-09-0317;D052;R2;2;2;265,32;530,64;367,46;Stock;3;0;1
23427;2025-06-10;MLT-09-0276;D093;R3;4;4;254,53;1018,12;638,16;Stock;2;0;1
23428;2024-03-09;MLT-03-0207;D005;R1;2;2;350,19;700,38;574,62;Stock;5;0;1
23429;2024-03-04;LOAD-M-09-0818;D059;R2;1;1;101,89;101,89;65,23;Stock;5;0;1
23430;2025-03-13;AWP-10-0683;D043;R1;1;1;508,82;508,82;364,57;Stock;5;0;1
23431;2024-06-29;MLT-03-0291;D085;R2;1;1;673,07;673,07;475,49;Stock;2;0;1
23432;2024-03-22;AWP-08-0662;D046;R1;2;2;56,65;113,3;68,74;Stock;5;0;1
23433;2025-11-25;AWP-03-0679;D027;R1;1;0;266,27;266,27;201,76;Stock;2;1;0
23434;2025-11-15;MT-09-0044;D112;R3;1;1;326,88;326,88;239,96;Stock;3;0;1
23435;2024-09-02;MT-01-0145;D003;R1;2;0;70,01;140,02;97,22;Stock;5;1;0
23436;2024-05-20;LOAD-10-0764;D041;R1;1;1;361,98;361,98;266,45;Stock;5;0;1
23437;2025-07-25;MLT-02-0237;D056;R2;17;17;277,28;4713,76;3563,2;Stock;3;0;1
23438;2025-06-27;MT-03-0033;D064;R2;1;1;155,29;155,29;112,04;VOR;1;0;1
23439;2025-05-01;MT-04-0025;D116;R3;1;1;304,97;304,97;226,6;VOR;1;0;1
23440;2024-10-07;MT-09-0122;D050;R2;2;0;110,61;221,22;147,0;Stock;5;1;0
23441;2024-08-04;LOAD-M-02-0840;D054;R2;1;1;181,68;181,68;133,99;Stock;5;0;1
23442;2024-07-02;LOAD-04-0731;D084;R2;3;0;224,95;674,85;505,77;VOR;1;1;0
23443;2024-09-27;MLT-07-0298;D064;R2;2;0;370,21;740,42;613,04;Stock;2;1;0
23444;2025-09-02;MT-06-0100;D073;R2;1;1;156,91;156,91;108,49;Stock;2;0;1
23445;2024-07-24;TMM-03-0606;D033;R1;7;7;360,43;2523,01;1755,74;Stock;3;0;1
23446;2024-04-01;LOAD-M-05-0814;D020;R1;1;1;122,46;122,46;79,18;Stock;5;0;1
23447;2025-11-28;MLT-07-0300;D068;R2;1;0;360,78;360,78;315,78;Stock;5;1;0
23448;2024-03-05;LOAD-05-0779;D009;R1;5;5;112,19;560,95;390,85;Stock;5;0;1
23449;2025-08-04;MLT-10-0204;D025;R1;3;3;167,84;503,52;351,39;VOR;1;0;1
23450;2024-01-20;MRT-07-0380;D050;R2;5;5;494,17;2470,85;2112,2;VOR;1;0;1
23451;2025-07-11;MT-09-0184;D056;R2;1;0;348,64;348,64;202,81;VOR;1;1;0
23452;2024-03-11;AWP-07-0697;D119;R3;1;1;518,71;518,71;433,37;Stock;3;0;1
23453;2024-02-12;MT-06-0181;D071;R2;4;4;120,81;483,24;338,24;Stock;3;0;1
23454;2025-12-02;MT-08-0155;D110;R3;1;0;51,23;51,23;30,62;Stock;3;1;0
23455;2025-04-09;MT-03-0108;D065;R2;3;0;367,15;1101,45;812,46;Stock;5;1;0
23456;2024-09-16;TMM-04-0592;D024;R1;1;1;590,93;590,93;475,92;Stock;3;0;1
23457;2025-02-23;MT-02-0157;D041;R1;1;1;287,03;287,03;207,43;Stock;2;0;1
23458;2025-01-24;MLT-01-0259;D036;R1;11;11;72,35;795,85;463,54;Stock;2;0;1
23459;2024-06-18;AWP-09-0678;D069;R2;1;1;67,48;67,48;50,15;Stock;3;0;1
23460;2025-05-08;MT-06-0010;D074;R2;2;2;149,87;299,74;202,72;Stock;3;0;1
23461;2024-09-20;MLT-09-0340;D041;R1;3;3;344,31;1032,93;630,42;Stock;2;0;1
23462;2024-05-03;MT-03-0033;D133;R4;1;1;155,29;155,29;112,04;Stock;5;0;1
23463;2024-11-16;MT-09-0184;D121;R3;1;1;348,64;348,64;202,81;Stock;5;0;1
23464;2024-07-02;MT-10-0006;D019;R1;1;1;204,77;204,77;136,79;Stock;5;0;1
23465;2025-11-30;LOAD-07-0774;D132;R4;1;1;399,67;399,67;326,33;Stock;5;0;1
23466;2024-09-11;MRT-10-0393;D049;R2;1;1;449,75;449,75;295,48;Stock;5;0;1
23467;2025-08-01;MT-07-0126;D086;R2;1;1;530,11;530,11;448,68;Stock;5;0;1
23468;2025-05-22;MT-10-0128;D046;R1;1;1;300,06;300,06;214,14;Stock;3;0;1
23469;2024-02-05;MT-09-0170;D122;R3;9;9;116,53;1048,77;703,71;Stock;5;0;1
23470;2025-01-22;MT-08-0174;D012;R1;1;1;12,71;12,71;7,36;Stock;2;0;1
23471;2025-07-17;MT-07-0054;D031;R1;1;1;502,42;502,42;412,21;Stock;3;0;1
23472;2024-11-03;MLT-03-0251;D045;R1;1;1;180,15;180,15;141,41;VOR;1;0;0
23473;2025-04-25;MLT-08-0205;D076;R2;1;1;42,98;42,98;27,22;Stock;5;0;1
23474;2024-11-07;TMM-08-0622;D033;R1;1;1;57,81;57,81;32,24;Stock;3;0;1
23475;2025-03-25;MT-03-0165;D095;R3;1;1;192,4;192,4;135,67;Stock;2;0;1
23476;2024-05-09;MLT-06-0312;D060;R2;1;1;181,59;181,59;133,92;Stock;2;0;1
23477;2025-03-28;MT-03-0108;D012;R1;3;3;382,94;1148,82;812,46;Stock;2;0;1
23478;2025-10-21;MT-03-0108;D075;R2;1;1;382,94;382,94;270,82;Stock;2;0;1
23479;2024-06-27;MLT-04-0303;D085;R2;1;1;202,79;202,79;155,47;Stock;5;0;1
23480;2025-09-10;AWP-04-0656;D072;R2;1;0;237,29;237,29;156,56;Stock;3;1;0
23481;2025-09-24;MT-01-0145;D056;R2;2;0;73,99;147,98;97,22;Stock;3;1;0
23482;2025-06-20;MLT-06-0248;D130;R4;4;4;125,68;502,72;335,32;Stock;2;0;1
23483;2024-11-20;LOAD-M-06-0812;D035;R1;1;1;164,79;164,79;112,69;VOR;1;0;1
23484;2024-10-03;MLT-07-0349;D014;R1;1;1;462,56;462,56;382,49;Stock;5;0;1
23485;2025-07-22;MI-MC-04-0491;D015;R1;1;1;413,09;413,09;322,92;Stock;2;0;1
23486;2024-10-31;TMM-08-0589;D120;R3;1;1;32,22;32,22;19,47;Stock;3;0;1
23487;2025-12-19;LOAD-03-0752;D121;R3;3;0;620,84;1862,52;1409,91;Stock;3;1;0
23488;2025-04-14;MLT-06-0361;D047;R1;1;1;61,26;61,26;42,63;VOR;1;0;1
23489;2025-04-26;MT-02-0055;D018;R1;2;2;302,14;604,28;419,88;Stock;5;0;1
23490;2024-03-09;MLT-06-0304;D034;R1;4;4;105,35;421,4;256,76;Stock;5;0;1
23491;2024-09-30;LOAD-M-06-0836;D015;R1;1;1;116,83;116,83;81,4;VOR;1;0;1
23492;2025-07-20;LOAD-10-0720;D042;R1;1;1;469,29;469,29;328,5;Stock;5;0;1
23493;2025-10-26;MT-03-0110;D038;R1;8;8;250,82;2006,56;1691,84;VOR;1;0;1
23494;2024-08-07;MRT-09-0439;D009;R1;4;4;208,85;835,4;496,76;Stock;3;0;1
23495;2024-04-10;LOAD-05-0714;D040;R1;27;27;214,6;5794,2;3775,41;VOR;1;0;0
23496;2025-07-15;MT-08-0029;D021;R1;1;1;31,32;31,32;16,71;VOR;1;0;1
23497;2025-12-11;MT-08-0174;D033;R1;1;1;12,71;12,71;7,36;Stock;2;0;1
23498;2024-05-12;MT-01-0132;D067;R2;1;1;56,79;56,79;36,89;Stock;5;0;0
23499;2025-03-19;MI-MC-02-0503;D011;R1;2;2;268,94;537,88;351,56;Stock;5;0;1
23500;2024-08-27;MT-01-0127;D068;R2;1;1;70,56;70,56;40,89;Stock;3;0;1
23501;2025-05-09;LOAD-10-0720;D038;R1;1;1;444,06;444,06;328,5;Stock;5;0;1
23502;2024-04-21;AWP-05-0696;D134;R4;1;1;186,43;186,43;119,67;Stock;3;0;1
23503;2024-02-27;MLT-10-0363;D099;R3;3;0;378,94;1136,82;724,29;Stock;3;1;0
23504;2024-08-04;MT-05-0088;D060;R2;4;4;153,81;615,24;439,04;Stock;2;0;1
23505;2025-10-13;MLT-01-0197;D051;R2;2;2;52,71;105,42;63,26;Stock;5;0;1
23506;2024-01-10;MLT-02-0287;D010;R1;1;1;87,48;87,48;60,24;VOR;1;0;1
23507;2024-07-09;LOAD-01-0732;D090;R2;2;2;50,77;101,54;63,22;Stock;3;0;1
23508;2024-11-01;MLT-07-0262;D045;R1;2;2;347,01;694,02;602,24;Stock;2;0;1
23509;2025-03-12;AWP-08-0639;D118;R3;1;1;20,37;20,37;11,84;VOR;1;0;1
23510;2024-08-12;MT-06-0043;D060;R2;2;2;34,77;69,54;50,1;VOR;1;0;1
23511;2025-05-05;MLT-09-0334;D004;R1;1;1;329,95;329,95;197,26;Stock;5;0;1
23512;2025-07-20;LOAD-01-0799;D034;R1;1;1;75,4;75,4;48,19;Stock;2;0;1
23513;2025-04-25;LOAD-09-0802;D063;R2;1;1;132,55;132,55;90,53;Stock;5;0;1
23514;2025-01-28;MLT-07-0311;D029;R1;1;1;399,38;399,38;340,55;Stock;5;0;1
23515;2025-01-03;LOAD-04-0727;D041;R1;1;1;946,37;946,37;680,02;Stock;3;0;1
23516;2025-12-01;MT-01-0103;D135;R4;5;5;69,67;348,35;225,15;Stock;2;0;1
23517;2024-06-24;LOAD-02-0710;D117;R3;4;4;394,7;1578,8;1067,8;Stock;5;0;1
23518;2025-10-23;MT-09-0077;D060;R2;1;1;210,98;210,98;137,62;Stock;3;0;1
23519;2024-03-06;MLT-05-0356;D004;R1;1;0;58,81;58,81;35,48;Stock;5;1;0
23520;2024-05-14;MLT-06-0312;D091;R2;1;1;181,59;181,59;133,92;Stock;5;0;1
23521;2024-04-12;AWP-01-0666;D018;R1;3;3;52,5;157,5;84,6;Stock;5;0;1
23522;2025-08-24;MT-08-0029;D019;R1;1;1;32,67;32,67;16,71;VOR;1;0;1
23523;2024-06-15;MLT-08-0342;D113;R3;1;1;53,65;53,65;32,48;Stock;3;0;1
23524;2024-07-10;MLT-07-0255;D137;R4;3;3;544,98;1634,94;1405,71;Stock;2;0;1
23525;2024-03-14;MT-03-0085;D032;R1;1;1;130,8;130,8;100,33;Stock;5;0;1
23526;2024-10-19;MRT-08-0378;D029;R1;1;1;21,52;21,52;11,59;VOR;1;0;1
23527;2025-05-17;MLT-08-0194;D010;R1;1;1;32,88;32,88;22,15;Stock;2;0;1
23528;2024-05-12;MT-03-0110;D136;R4;1;0;265,07;265,07;211,48;VOR;1;1;0
23529;2024-09-21;MT-04-0147;D030;R1;1;1;290,4;290,4;224,53;Stock;5;0;1
23530;2024-10-24;MLT-10-0318;D038;R1;2;2;349,27;698,54;547,72;Stock;2;0;1
23531;2025-02-06;MT-03-0035;D033;R1;1;1;231,15;231,15;167,52;VOR;1;0;0
23532;2024-03-14;MLT-09-0212;D065;R2;2;2;270,59;541,18;352,06;Stock;3;0;1
23533;2024-06-06;MT-10-0030;D081;R2;6;6;557,28;3343,68;2182,02;Stock;2;0;1
23534;2024-10-07;MLT-07-0203;D086;R2;3;3;232,99;698,97;604,59;VOR;1;0;1
23535;2024-02-21;MT-03-0107;D040;R1;7;7;702,48;4917,36;3458,07;VOR;1;0;1
23536;2024-10-09;MT-03-0110;D088;R2;4;4;250,82;1003,28;845,92;VOR;1;0;0
23537;2024-08-18;MLT-07-0271;D075;R2;4;4;488,85;1955,4;1624,8;Stock;2;0;1
23538;2025-02-08;MI-MC-10-0481;D076;R2;1;1;449,14;449,14;307,16;Stock;5;0;1
23539;2024-08-20;MLT-05-0219;D031;R1;3;0;218,22;654,66;433,71;VOR;1;1;0
23540;2024-10-06;LOAD-04-0748;D021;R1;5;5;390,81;1954,05;1556,95;VOR;1;0;1
23541;2025-11-29;MI-MC-01-0511;D003;R1;1;1;23,87;23,87;15,7;Stock;3;0;1
23542;2025-05-21;MLT-08-0205;D067;R2;1;1;44,83;44,83;27,22;VOR;1;0;0
23543;2024-06-01;MLT-10-0204;D132;R4;4;4;175,06;700,24;468,52;Stock;2;0;1
23544;2025-06-26;MLT-08-0314;D122;R3;1;1;50,1;50,1;32,59;Stock;3;0;1
23545;2025-01-14;MT-09-0150;D069;R2;1;1;58,11;58,11;36,91;Stock;3;0;1
23546;2024-12-01;MRT-07-0452;D040;R1;1;1;385,51;385,51;328,72;Stock;5;0;1
23547;2025-03-24;MT-10-0060;D053;R2;1;1;285,09;285,09;211,83;VOR;1;0;1
23548;2025-01-29;MLT-07-0268;D100;R3;1;1;250,04;250,04;205,7;Stock;3;0;1
23549;2025-12-13;MT-10-0128;D107;R3;1;1;317,11;317,11;214,14;Stock;3;0;1
23550;2024-05-14;MRT-07-0380;D029;R1;1;1;494,17;494,17;422,44;VOR;1;0;1
23551;2024-03-22;MT-02-0084;D067;R2;1;1;164,48;164,48;117,0;Stock;2;0;1
23552;2024-10-15;MT-07-0046;D061;R2;1;1;162,67;162,67;122,42;Stock;3;0;1
23553;2024-07-31;MI-MC-10-0486;D091;R2;1;1;345,44;345,44;248,48;Stock;2;0;1
23554;2024-09-17;MT-05-0051;D098;R3;1;1;127,34;127,34;89,01;VOR;1;0;1
23555;2025-10-11;MI-MC-02-0555;D118;R3;2;0;87,85;175,7;110,5;Stock;3;1;0
23556;2025-03-05;MI-MC-01-0550;D071;R2;1;1;39,52;39,52;25,45;Stock;3;0;1
23557;2025-05-21;MT-06-0098;D124;R4;1;1;103,82;103,82;66,31;VOR;1;0;1
23558;2025-02-16;MLT-08-0215;D022;R1;1;1;45,67;45,67;29,12;Stock;5;0;1
23559;2024-10-29;MLT-01-0197;D099;R3;1;1;54,98;54,98;31,63;Stock;2;0;1
23560;2025-01-10;MRT-05-0423;D056;R2;1;1;223,63;223,63;148,12;Stock;5;0;1
23561;2025-12-31;MT-07-0094;D118;R3;1;1;517,0;517,0;443,98;VOR;1;0;1
23562;2025-01-07;MI-MC-01-0531;D018;R1;1;1;23,34;23,34;15,11;Stock;5;0;1
23563;2024-11-03;MT-09-0017;D068;R2;3;3;342,31;1026,93;641,55;Stock;3;0;1
23564;2024-03-02;MLT-01-0273;D080;R2;2;2;60,81;121,62;74,36;VOR;1;0;1
23565;2024-12-14;MT-07-0094;D034;R1;3;3;517,0;1551,0;1331,94;Stock;5;0;1
23566;2024-04-30;MRT-07-0453;D093;R3;2;2;534,57;1069,14;896,08;Stock;5;0;1
23567;2024-09-08;LOAD-05-0728;D043;R1;1;1;99,56;99,56;68,67;Stock;2;0;1
23568;2025-04-15;LOAD-M-03-0858;D062;R2;2;2;386,76;773,52;630,24;Stock;3;0;1
23569;2024-10-23;MT-01-0002;D063;R2;1;1;17,62;17,62;11,81;Stock;5;0;1
23570;2025-06-28;LOAD-M-03-0869;D105;R3;8;8;353,04;2824,32;2294,72;VOR;1;0;1
23571;2024-10-11;MLT-10-0318;D108;R3;1;1;384,99;384,99;273,86;VOR;1;0;1
23572;2024-12-06;MLT-03-0207;D028;R1;1;1;370,08;370,08;287,31;Stock;2;0;1
23573;2025-06-26;AWP-03-0650;D077;R2;6;6;601,93;3611,58;2815,5;Stock;2;0;0
23574;2024-10-15;LOAD-01-0718;D040;R1;1;1;37,54;37,54;21,56;VOR;1;0;1
23575;2025-08-29;TMM-10-0614;D103;R3;1;1;421,7;421,7;343,59;Stock;5;0;1
23576;2024-08-27;MT-01-0127;D025;R1;1;1;70,56;70,56;40,89;Stock;2;0;1
23577;2025-06-14;MLT-03-0195;D044;R1;1;1;586,16;586,16;468,93;VOR;1;0;1
23578;2025-02-01;MI-MC-01-0532;D097;R3;1;1;17,24;17,24;11,83;Stock;5;0;1
23579;2024-09-27;AWP-02-0677;D123;R4;2;2;398,36;796,72;541,42;Stock;5;0;1
23580;2024-01-21;MT-07-0119;D128;R4;1;1;275,18;275,18;217,78;Stock;5;0;1
23581;2025-02-21;MT-03-0108;D095;R3;1;1;382,94;382,94;270,82;Stock;5;0;1
23582;2024-09-17;MRT-10-0397;D072;R2;2;2;433,58;867,16;564,1;Stock;2;0;1
23583;2024-06-04;MLT-08-0218;D010;R1;4;4;23,82;95,28;66,04;Stock;5;0;1
23584;2025-11-16;MLT-02-0337;D096;R3;4;4;116,15;464,6;325,2;Stock;3;0;1
23585;2025-11-02;LOAD-07-0729;D070;R2;1;1;418,72;418,72;338,43;Stock;3;0;1
23586;2025-06-15;MRT-09-0416;D075;R2;1;1;147,33;147,33;95,54;Stock;2;0;1
23587;2024-11-26;MLT-05-0327;D012;R1;1;0;102,29;102,29;71,18;Stock;3;1;0
23588;2024-02-25;MLT-09-0340;D047;R1;2;2;344,31;688,62;420,28;Stock;2;0;1
23589;2025-04-12;MT-07-0009;D086;R2;1;0;111,38;111,38;87,26;VOR;1;1;0
23590;2024-08-03;MI-MC-10-0484;D093;R3;1;1;208,36;208,36;151,0;VOR;1;0;1
23591;2025-07-10;MT-06-0168;D007;R1;5;5;130,83;654,15;448,05;Stock;3;0;1
23592;2025-03-16;AWP-01-0692;D045;R1;1;1;47,64;47,64;31,1;Stock;5;0;1
23593;2024-08-17;MT-01-0101;D109;R3;3;0;37,47;112,41;70,59;Stock;2;1;0
23594;2024-05-22;MI-MC-06-0476;D007;R1;1;1;134,28;134,28;94,86;Stock;3;0;1
23595;2025-03-22;MT-07-0054;D125;R4;1;1;553,8;553,8;412,21;Stock;2;0;1
23596;2024-01-30;AWP-09-0671;D037;R1;1;1;207,3;207,3;134,63;VOR;1;0;1
23597;2025-02-09;MLT-05-0266;D038;R1;1;1;54,26;54,26;41,74;VOR;1;0;1
23598;2024-04-16;MI-MC-05-0459;D113;R3;1;0;156,17;156,17;94,87;VOR;1;1;0
23599;2025-09-23;MT-08-0155;D058;R2;3;3;56,47;169,41;91,86;Stock;2;0;1
23600;2025-12-29;MI-MC-01-0550;D033;R1;6;6;41,22;247,32;152,7;VOR;1;0;1
23601;2025-01-15;MLT-06-0345;D089;R2;2;2;165,07;330,14;224,3;Stock;2;0;1
23602;2024-09-29;MLT-03-0299;D012;R1;2;2;709,01;1418,02;935,6;Stock;2;0;1
23603;2024-08-01;MT-05-0088;D052;R2;2;0;162,55;325,1;219,52;VOR;1;1;0
23604;2025-06-09;MT-05-0173;D042;R1;5;5;141,71;708,55;499,8;VOR;1;0;1
23605;2025-03-31;MLT-06-0312;D057;R2;1;1;200,16;200,16;133,92;Stock;3;0;1
23606;2025-01-01;MLT-08-0314;D086;R2;1;1;52,25;52,25;32,59;VOR;1;0;1
23607;2024-08-08;LOAD-05-0769;D053;R2;1;1;128,09;128,09;86,91;Stock;3;0;1
23608;2025-05-31;MI-MC-08-0557;D001;R1;9;9;24,1;216,9;118,8;Stock;5;0;1
23609;2025-01-18;MI-MC-01-0505;D026;R1;3;3;38,56;115,68;67,8;Stock;5;0;1
23610;2024-05-08;MT-07-0104;D039;R1;5;5;472,49;2362,45;2006,85;Stock;5;0;1
23611;2024-07-21;MLT-01-0273;D076;R2;1;1;64,26;64,26;37,18;VOR;1;0;1
23612;2024-12-12;MT-07-0183;D010;R1;1;1;349,98;349,98;301,86;Stock;5;0;1
23613;2025-10-11;MT-04-0113;D031;R1;1;1;230,35;230,35;190,3;Stock;3;0;1
23614;2024-04-26;LOAD-04-0746;D017;R1;1;1;810,91;810,91;641,76;Stock;2;0;1
23615;2025-01-20;MT-06-0168;D073;R2;14;14;130,83;1831,62;1254,54;Stock;2;0;1
23616;2024-08-26;MT-06-0181;D065;R2;1;1;120,81;120,81;84,56;Stock;3;0;1
23617;2025-05-19;LOAD-M-05-0822;D045;R1;1;1;128,39;128,39;86,97;Stock;2;0;1
23618;2024-03-08;MLT-01-0259;D071;R2;3;3;69,37;208,11;126,42;Stock;2;0;1
23619;2025-02-12;MLT-07-0262;D083;R2;2;2;347,01;694,02;602,24;Stock;3;0;1
23620;2025-05-26;MT-09-0162;D007;R1;1;0;289,57;289,57;192,43;Stock;3;1;0
23621;2025-07-13;MI-MC-06-0490;D112;R3;11;0;183,96;2023,56;1517,67;VOR;1;1;0
23622;2025-10-08;MT-08-0124;D058;R2;3;3;27,95;83,85;46,41;Stock;3;0;1
23623;2025-04-30;LOAD-04-0781;D079;R2;1;1;892,31;892,31;676,43;Stock;5;0;1
23624;2024-10-21;MI-MC-06-0519;D093;R3;3;3;75,21;225,63;138,18;Stock;2;0;1
23625;2025-11-13;MLT-08-0314;D025;R1;1;1;50,1;50,1;32,59;Stock;3;0;1
23626;2025-11-24;MT-03-0165;D070;R2;10;10;192,4;1924,0;1356,7;Stock;3;0;1
23627;2024-04-13;MLT-07-0209;D024;R1;1;1;354,38;354,38;274,74;Stock;3;0;1
23628;2025-09-10;MT-07-0009;D052;R2;1;0;106,78;106,78;87,26;Stock;2;1;0
23629;2025-09-16;MT-08-0174;D103;R3;1;0;11,53;11,53;7,36;Stock;3;1;0
23630;2024-11-29;LOAD-05-0728;D023;R1;1;1;99,56;99,56;68,67;Stock;5;0;1
23631;2025-06-01;MT-07-0054;D037;R1;3;3;530,96;1592,88;1236,63;Stock;2;0;0
23632;2024-01-09;TMM-01-0566;D003;R1;2;2;53,99;107,98;67,0;Stock;2;0;1
23633;2025-02-23;MT-09-0162;D087;R2;4;4;274,01;1096,04;769,72;Stock;5;0;1
23634;2025-07-14;MLT-05-0266;D085;R2;2;2;57,34;114,68;83,48;Stock;5;0;1
23635;2025-06-14;LOAD-04-0746;D108;R3;1;1;845,79;845,79;641,76;VOR;1;0;1
23636;2024-06-19;MI-MC-02-0516;D136;R4;4;4;372,59;1490,36;993,56;Stock;3;0;1
23637;2024-11-10;LOAD-M-10-0835;D114;R3;1;1;254,47;254,47;186,8;Stock;3;0;1
23638;2024-12-24;MLT-03-0325;D055;R2;3;3;654,45;1963,35;1555,05;VOR;1;0;1
23639;2025-01-05;MLT-06-0345;D009;R1;6;6;158,27;949,62;672,9;Stock;3;0;1
23640;2024-06-15;MLT-05-0336;D026;R1;1;1;237,76;237,76;157,49;Stock;5;0;1
23641;2025-10-08;MT-03-0042;D071;R2;4;4;539,45;2157,8;1487,24;VOR;1;0;1
23642;2025-03-07;MRT-03-0377;D039;R1;9;9;684,66;6161,94;4160,88;Stock;5;0;1
23643;2024-12-13;LOAD-05-0714;D018;R1;3;3;223,83;671,49;419,49;Stock;3;0;1
23644;2025-10-19;MLT-01-0259;D037;R1;2;2;69,37;138,74;84,28;Stock;2;0;1
23645;2025-06-02;MLT-09-0201;D001;R1;1;1;367,6;367,6;210,33;Stock;3;0;1
23646;2024-08-15;LOAD-M-03-0858;D017;R1;1;1;408,73;408,73;315,12;VOR;1;0;1
23647;2024-03-03;MLT-07-0311;D006;R1;5;5;377,91;1889,55;1702,75;Stock;3;0;1
23648;2025-01-02;MI-MC-01-0507;D073;R2;5;0;73,58;367,9;222,7;Stock;5;1;0
23649;2024-03-27;TMM-03-0606;D118;R3;4;4;360,43;1441,72;1003,28;VOR;1;0;1
23650;2025-07-21;LOAD-M-03-0865;D044;R1;1;1;136,54;136,54;107,53;Stock;3;0;1
23651;2025-06-20;AWP-07-0699;D130;R4;1;1;497,11;497,11;403,32;Stock;3;0;1
23652;2025-03-16;MT-09-0017;D017;R1;3;3;342,31;1026,93;641,55;Stock;5;0;1
23653;2025-05-28;MT-01-0132;D028;R1;1;1;54,45;54,45;36,89;Stock;2;0;1
23654;2024-03-30;MT-08-0175;D013;R1;2;2;11,57;23,14;14,4;Stock;5;0;1
23655;2024-10-07;MI-MC-09-0562;D088;R2;1;1;171,53;171,53;106,23;Stock;5;0;1
