AnnoMese;SKU;GiacenzaPezzi;SafetyStock;ReorderPoint;ValoreGiacenza;GiorniCopertura;FlagStockout;FlagDeadStock
2025-11;AWP-06-0681;17;8,5;13,9;1093,47;95,6;0;0
2025-12;AWP-06-0681;14;8,5;13,9;900,5;78,8;0;0
2024-01;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-02;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-03;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-04;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-05;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-06;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-07;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-08;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-09;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2024-10;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2024-11;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2024-12;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-01;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-02;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-03;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-04;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-05;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-06;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-07;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-08;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-09;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-10;MI-MC-02-0542;0;1;1,1;0,0;0,0;1;0
2025-11;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2025-12;MI-MC-02-0542;1;1;1,1;215,64;30,0;0;0
2024-01;MLT-01-0332;54;16,7;30,7;1771,24;174,3;0;0
2024-02;MLT-01-0332;30;16,7;30,7;984,02;96,9;0;0
2024-03;MLT-01-0332;42;16,7;30,7;1377,63;135,6;0;0
2024-04;MLT-01-0332;18;16,7;30,7;590,41;58,1;0;0
2024-05;MLT-01-0332;30;16,7;30,7;984,02;96,9;0;0
2024-06;MLT-01-0332;18;16,7;30,7;590,41;58,1;0;0
2024-07;MLT-01-0332;41;16,7;30,7;1344,83;132,4;0;0
2024-08;MLT-01-0332;15;16,7;30,7;492,01;48,4;0;0
2024-09;MLT-01-0332;11;16,7;30,7;360,81;35,5;0;0
2024-10;MLT-01-0332;47;16,7;30,7;1541,64;151,7;0;0
2024-11;MLT-01-0332;19;16,7;30,7;623,22;61,3;0;0
2024-12;MLT-01-0332;49;16,7;30,7;1607,24;158,2;0;0
2025-01;MLT-01-0332;43;16,7;30,7;1410,44;138,8;0;0
2025-02;MLT-01-0332;6;16,7;30,7;196,8;19,4;0;0
2025-03;MLT-01-0332;24;16,7;30,7;787,22;77,5;0;0
2025-04;MLT-01-0332;29;16,7;30,7;951,22;93,6;0;0
2025-05;MLT-01-0332;49;16,7;30,7;1607,24;158,2;0;0
2025-06;MLT-01-0332;2;16,7;30,7;65,6;6,5;0;0
2025-07;MLT-01-0332;14;16,7;30,7;459,21;45,2;0;0
2025-08;MLT-01-0332;54;16,7;30,7;1771,24;174,3;0;0
2025-09;MLT-01-0332;40;16,7;30,7;1312,03;129,1;0;0
2025-10;MLT-01-0332;13;16,7;30,7;426,41;42,0;0;0
2025-11;MLT-01-0332;67;16,7;30,7;2197,66;216,3;0;0
2025-12;MLT-01-0332;9;16,7;30,7;295,21;29,1;0;0
2024-01;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2024-02;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-03;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2024-04;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2024-05;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-06;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-07;MI-MC-02-0541;2;1;1,3;466,8;36,9;0;0
2024-08;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-09;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-10;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2024-11;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2024-12;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-01;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-02;MI-MC-02-0541;2;1;1,3;466,8;36,9;0;0
2025-03;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-04;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2025-05;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-06;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-07;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-08;MI-MC-02-0541;0;1;1,3;0,0;0,0;1;0
2025-09;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-10;MI-MC-02-0541;2;1;1,3;466,8;36,9;0;0
2025-11;MI-MC-02-0541;1;1;1,3;233,4;18,5;0;0
2025-12;MI-MC-02-0541;2;1;1,3;466,8;36,9;0;0
2024-01;MT-05-0048;4;1,6;2,9;638,7;43,0;0;0
2024-02;MT-05-0048;3;1,6;2,9;479,02;32,2;0;0
2024-03;MT-05-0048;4;1,6;2,9;638,7;43,0;0;0
2024-04;MT-05-0048;6;1,6;2,9;958,04;64,5;0;0
2024-05;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2024-06;MT-05-0048;3;1,6;2,9;479,02;32,2;0;0
2024-07;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2024-08;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2024-09;MT-05-0048;3;1,6;2,9;479,02;32,2;0;0
2024-10;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2024-11;MT-05-0048;0;1,6;2,9;0,0;0,0;1;0
2024-12;MT-05-0048;1;1,6;2,9;159,67;10,7;0;0
2025-01;MT-05-0048;4;1,6;2,9;638,7;43,0;0;0
2025-02;MT-05-0048;1;1,6;2,9;159,67;10,7;0;0
2025-03;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2025-04;MT-05-0048;4;1,6;2,9;638,7;43,0;0;0
2025-05;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2025-06;MT-05-0048;4;1,6;2,9;638,7;43,0;0;0
2025-07;MT-05-0048;3;1,6;2,9;479,02;32,2;0;0
2025-08;MT-05-0048;3;1,6;2,9;479,02;32,2;0;0
2025-09;MT-05-0048;0;1,6;2,9;0,0;0,0;1;0
2025-10;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2025-11;MT-05-0048;5;1,6;2,9;798,37;53,7;0;0
2025-12;MT-05-0048;2;1,6;2,9;319,35;21,5;0;0
2024-01;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2024-02;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2024-03;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2024-04;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2024-05;LOAD-07-0738;2;1,7;2,7;309,29;19,2;0;0
2024-06;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2024-07;LOAD-07-0738;6;1,7;2,7;927,87;57,6;0;0
2024-08;LOAD-07-0738;0;1,7;2,7;0,0;0,0;1;0
2024-09;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2024-10;LOAD-07-0738;0;1,7;2,7;0,0;0,0;1;0
2024-11;LOAD-07-0738;2;1,7;2,7;309,29;19,2;0;0
2024-12;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2025-01;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2025-02;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2025-03;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2025-04;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2025-05;LOAD-07-0738;2;1,7;2,7;309,29;19,2;0;0
2025-06;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2025-07;LOAD-07-0738;0;1,7;2,7;0,0;0,0;1;0
2025-08;LOAD-07-0738;3;1,7;2,7;463,94;28,8;0;0
2025-09;LOAD-07-0738;4;1,7;2,7;618,58;38,4;0;0
2025-10;LOAD-07-0738;5;1,7;2,7;773,23;48,0;0;0
2025-11;LOAD-07-0738;4;1,7;2,7;618,58;38,4;0;0
2025-12;LOAD-07-0738;1;1,7;2,7;154,65;9,6;0;0
2024-01;MLT-08-0355;10;18,6;30,2;323,65;25,8;0;0
2024-02;MLT-08-0355;32;18,6;30,2;1035,68;82,6;0;0
2024-03;MLT-08-0355;17;18,6;30,2;550,2;43,9;0;0
2024-04;MLT-08-0355;52;18,6;30,2;1682,98;134,2;0;0
2024-05;MLT-08-0355;22;18,6;30,2;712,03;56,8;0;0
2024-06;MLT-08-0355;20;18,6;30,2;647,3;51,6;0;0
2024-07;MLT-08-0355;37;18,6;30,2;1197,5;95,5;0;0
2024-08;MLT-08-0355;28;18,6;30,2;906,22;72,3;0;0
2024-09;MLT-08-0355;44;18,6;30,2;1424,06;113,5;0;0
2024-10;MLT-08-0355;28;18,6;30,2;906,22;72,3;0;0
2024-11;MLT-08-0355;45;18,6;30,2;1456,42;116,1;0;0
2024-12;MLT-08-0355;18;18,6;30,2;582,57;46,5;0;0
2025-01;MLT-08-0355;19;18,6;30,2;614,93;49,0;0;0
2025-02;MLT-08-0355;25;18,6;30,2;809,12;64,5;0;0
2025-03;MLT-08-0355;34;18,6;30,2;1100,41;87,7;0;0
2025-04;MLT-08-0355;21;18,6;30,2;679,66;54,2;0;0
2025-05;MLT-08-0355;59;18,6;30,2;1909,53;152,3;0;0
2025-06;MLT-08-0355;11;18,6;30,2;356,01;28,4;0;0
2025-07;MLT-08-0355;28;18,6;30,2;906,22;72,3;0;0
2025-08;MLT-08-0355;42;18,6;30,2;1359,33;108,4;0;0
2025-09;MLT-08-0355;38;18,6;30,2;1229,87;98,1;0;0
2025-10;MLT-08-0355;49;18,6;30,2;1585,88;126,5;0;0
2025-11;MLT-08-0355;17;18,6;30,2;550,2;43,9;0;0
2025-12;MLT-08-0355;13;18,6;30,2;420,74;33,5;0;0
2024-01;LOAD-05-0736;0;1;1,6;0,0;0,0;1;0
2024-02;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2024-03;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-04;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-05;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2024-06;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-07;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-08;LOAD-05-0736;3;1;1,6;189,56;34,8;0;0
2024-09;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-10;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2024-11;LOAD-05-0736;3;1;1,6;189,56;34,8;0;0
2024-12;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2025-01;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2025-02;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2025-03;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2025-04;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2025-05;LOAD-05-0736;0;1;1,6;0,0;0,0;1;0
2025-06;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2025-07;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2025-08;LOAD-05-0736;2;1;1,6;126,37;23,2;0;0
2025-09;LOAD-05-0736;0;1;1,6;0,0;0,0;1;0
2025-10;LOAD-05-0736;0;1;1,6;0,0;0,0;1;0
2025-11;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2025-12;LOAD-05-0736;1;1;1,6;63,19;11,6;0;0
2024-01;MT-10-0149;35;9,2;16,8;4725,12;206,6;0;0
2024-02;MT-10-0149;17;9,2;16,8;2295,06;100,3;0;0
2024-03;MT-10-0149;28;9,2;16,8;3780,09;165,2;0;0
2024-04;MT-10-0149;11;9,2;16,8;1485,04;64,9;0;0
2024-05;MT-10-0149;11;9,2;16,8;1485,04;64,9;0;0
2024-06;MT-10-0149;21;9,2;16,8;2835,07;123,9;0;0
2024-07;MT-10-0149;19;9,2;16,8;2565,06;112,1;0;0
2024-08;MT-10-0149;6;9,2;16,8;810,02;35,4;0;0
2024-09;MT-10-0149;19;9,2;16,8;2565,06;112,1;0;0
2024-10;MT-10-0149;12;9,2;16,8;1620,04;70,8;0;0
2024-11;MT-10-0149;21;9,2;16,8;2835,07;123,9;0;0
2024-12;MT-10-0149;21;9,2;16,8;2835,07;123,9;0;0
2025-01;MT-10-0149;7;9,2;16,8;945,02;41,3;0;0
2025-02;MT-10-0149;21;9,2;16,8;2835,07;123,9;0;0
2025-03;MT-10-0149;18;9,2;16,8;2430,06;106,2;0;0
2025-04;MT-10-0149;17;9,2;16,8;2295,06;100,3;0;0
2025-05;MT-10-0149;18;9,2;16,8;2430,06;106,2;0;0
2025-06;MT-10-0149;0;9,2;16,8;0,0;0,0;1;0
2025-07;MT-10-0149;11;9,2;16,8;1485,04;64,9;0;0
2025-08;MT-10-0149;16;9,2;16,8;2160,05;94,4;0;0
2025-09;MT-10-0149;8;9,2;16,8;1080,03;47,2;0;0
2025-10;MT-10-0149;0;9,2;16,8;0,0;0,0;1;0
2025-11;MT-10-0149;7;9,2;16,8;945,02;41,3;0;0
2025-12;MT-10-0149;16;9,2;16,8;2160,05;94,4;0;0
2024-01;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2024-02;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2024-03;MT-05-0016;4;1,9;3,1;306,73;23,4;0;0
2024-04;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2024-05;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2024-06;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2024-07;MT-05-0016;5;1,9;3,1;383,41;29,3;0;0
2024-08;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2024-09;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2024-10;MT-05-0016;5;1,9;3,1;383,41;29,3;0;0
2024-11;MT-05-0016;5;1,9;3,1;383,41;29,3;0;0
2024-12;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2025-01;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2025-02;MT-05-0016;5;1,9;3,1;383,41;29,3;0;0
2025-03;MT-05-0016;1;1,9;3,1;76,68;5,9;0;0
2025-04;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2025-05;MT-05-0016;1;1,9;3,1;76,68;5,9;0;0
2025-06;MT-05-0016;4;1,9;3,1;306,73;23,4;0;0
2025-07;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2025-08;MT-05-0016;4;1,9;3,1;306,73;23,4;0;0
2025-09;MT-05-0016;1;1,9;3,1;76,68;5,9;0;0
2025-10;MT-05-0016;5;1,9;3,1;383,41;29,3;0;0
2025-11;MT-05-0016;2;1,9;3,1;153,37;11,7;0;0
2025-12;MT-05-0016;3;1,9;3,1;230,05;17,6;0;0
2024-01;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2024-02;TMM-05-0582;2;1,2;2,2;297,69;60,0;0;0
2024-03;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2024-04;TMM-05-0582;4;1,2;2,2;595,38;120,0;0;0
2024-05;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2024-06;TMM-05-0582;3;1,2;2,2;446,54;90,0;0;0
2024-07;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2024-08;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2024-09;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2024-10;TMM-05-0582;2;1,2;2,2;297,69;60,0;0;0
2024-11;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2024-12;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2025-01;TMM-05-0582;3;1,2;2,2;446,54;90,0;0;0
2025-02;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2025-03;TMM-05-0582;2;1,2;2,2;297,69;60,0;0;0
2025-04;TMM-05-0582;3;1,2;2,2;446,54;90,0;0;0
2025-05;TMM-05-0582;3;1,2;2,2;446,54;90,0;0;0
2025-06;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2025-07;TMM-05-0582;3;1,2;2,2;446,54;90,0;0;0
2025-08;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2025-09;TMM-05-0582;4;1,2;2,2;595,38;120,0;0;0
2025-10;TMM-05-0582;1;1,2;2,2;148,85;30,0;0;0
2025-11;TMM-05-0582;2;1,2;2,2;297,69;60,0;0;0
2025-12;TMM-05-0582;0;1,2;2,2;0,0;0,0;1;0
2024-01;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-02;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-03;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-04;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-05;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-06;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2024-07;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-08;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2024-09;MRT-04-0451;2;1;1,2;453,65;34,3;0;0
2024-10;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-11;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-12;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2025-01;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2025-02;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2025-03;MRT-04-0451;2;1;1,2;453,65;34,3;0;0
2025-04;MRT-04-0451;2;1;1,2;453,65;34,3;0;0
2025-05;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2025-06;MRT-04-0451;2;1;1,2;453,65;34,3;0;0
2025-07;MRT-04-0451;0;1;1,2;0,0;0,0;1;0
2025-08;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2025-09;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2025-10;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2025-11;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2025-12;MRT-04-0451;1;1;1,2;226,83;17,1;0;0
2024-01;MLT-06-0248;11;4,6;8,5;922,15;60,0;0;0
2024-02;MLT-06-0248;7;4,6;8,5;586,82;38,2;0;0
2024-03;MLT-06-0248;11;4,6;8,5;922,15;60,0;0;0
2024-04;MLT-06-0248;6;4,6;8,5;502,99;32,7;0;0
2024-05;MLT-06-0248;5;4,6;8,5;419,16;27,3;0;0
2024-06;MLT-06-0248;17;4,6;8,5;1425,14;92,7;0;0
2024-07;MLT-06-0248;10;4,6;8,5;838,32;54,5;0;0
2024-08;MLT-06-0248;13;4,6;8,5;1089,81;70,9;0;0
2024-09;MLT-06-0248;7;4,6;8,5;586,82;38,2;0;0
2024-10;MLT-06-0248;5;4,6;8,5;419,16;27,3;0;0
2024-11;MLT-06-0248;12;4,6;8,5;1005,98;65,5;0;0
2024-12;MLT-06-0248;0;4,6;8,5;0,0;0,0;1;0
2025-01;MLT-06-0248;3;4,6;8,5;251,5;16,4;0;0
2025-02;MLT-06-0248;12;4,6;8,5;1005,98;65,5;0;0
2025-03;MLT-06-0248;2;4,6;8,5;167,66;10,9;0;0
2025-04;MLT-06-0248;6;4,6;8,5;502,99;32,7;0;0
2025-05;MLT-06-0248;1;4,6;8,5;83,83;5,5;0;0
2025-06;MLT-06-0248;1;4,6;8,5;83,83;5,5;0;0
2025-07;MLT-06-0248;10;4,6;8,5;838,32;54,5;0;0
2025-08;MLT-06-0248;16;4,6;8,5;1341,31;87,3;0;0
2025-09;MLT-06-0248;9;4,6;8,5;754,49;49,1;0;0
2025-10;MLT-06-0248;1;4,6;8,5;83,83;5,5;0;0
2025-11;MLT-06-0248;7;4,6;8,5;586,82;38,2;0;0
2025-12;MLT-06-0248;8;4,6;8,5;670,65;43,6;0;0
2024-01;AWP-08-0649;0;1;1,8;0,0;0,0;1;0
2024-02;AWP-08-0649;0;1;1,8;0,0;0,0;1;0
2024-03;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-04;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-05;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-06;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-07;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-08;AWP-08-0649;2;1;1,8;54,01;7,7;0;0
2024-09;AWP-08-0649;2;1;1,8;54,01;7,7;0;0
2024-10;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-11;AWP-08-0649;0;1;1,8;0,0;0,0;1;0
2024-12;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-01;AWP-08-0649;2;1;1,8;54,01;7,7;0;0
2025-02;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-03;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-04;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-05;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-06;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-07;AWP-08-0649;2;1;1,8;54,01;7,7;0;0
2025-08;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-09;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-10;AWP-08-0649;3;1;1,8;81,01;11,6;0;0
2025-11;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2025-12;AWP-08-0649;1;1;1,8;27,0;3,9;0;0
2024-01;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-02;MLT-02-0348;0;1,5;2,4;0,0;0,0;1;0
2024-03;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-04;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-05;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2024-06;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2024-07;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2024-08;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2024-09;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2024-10;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-11;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-12;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2025-01;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2025-02;MLT-02-0348;4;1,5;2,4;943,43;61,3;0;0
2025-03;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2025-04;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2025-05;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2025-06;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2025-07;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2025-08;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2025-09;MLT-02-0348;3;1,5;2,4;707,57;46,0;0;0
2025-10;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2025-11;MLT-02-0348;1;1,5;2,4;235,86;15,3;0;0
2025-12;MLT-02-0348;2;1,5;2,4;471,72;30,6;0;0
2024-01;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2024-02;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2024-03;AWP-01-0666;0;1,3;2,5;0,0;0,0;1;0
2024-04;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2024-05;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2024-06;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2024-07;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2024-08;AWP-01-0666;0;1,3;2,5;0,0;0,0;1;0
2024-09;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2024-10;AWP-01-0666;1;1,3;2,5;28,2;4,5;0;0
2024-11;AWP-01-0666;1;1,3;2,5;28,2;4,5;0;0
2024-12;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2025-01;AWP-01-0666;4;1,3;2,5;112,79;17,9;0;0
2025-02;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2025-03;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2025-04;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2025-05;AWP-01-0666;0;1,3;2,5;0,0;0,0;1;0
2025-06;AWP-01-0666;1;1,3;2,5;28,2;4,5;0;0
2025-07;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2025-08;AWP-01-0666;2;1,3;2,5;56,39;8,9;0;0
2025-09;AWP-01-0666;4;1,3;2,5;112,79;17,9;0;0
2025-10;AWP-01-0666;0;1,3;2,5;0,0;0,0;1;0
2025-11;AWP-01-0666;0;1,3;2,5;0,0;0,0;1;0
2025-12;AWP-01-0666;3;1,3;2,5;84,59;13,4;0;0
2024-01;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-02;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-03;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-04;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-05;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-06;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2024-07;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2024-08;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-09;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-10;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2024-11;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2024-12;AWP-05-0696;2;1;1,1;239,35;40,0;0;0
2025-01;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-02;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2025-03;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-04;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-05;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-06;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2025-07;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-08;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2025-09;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2025-10;AWP-05-0696;0;1;1,1;0,0;0,0;1;0
2025-11;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2025-12;AWP-05-0696;1;1;1,1;119,67;20,0;0;0
2024-01;MT-02-0080;14;9,2;16,9;1297,8;82,0;0;0
2024-02;MT-02-0080;1;9,2;16,9;92,7;5,9;0;0
2024-03;MT-02-0080;40;9,2;16,9;3708,01;234,1;0;0
2024-04;MT-02-0080;20;9,2;16,9;1854,0;117,1;0;0
2024-05;MT-02-0080;0;9,2;16,9;0,0;0,0;1;0
